userId_x,skillId,certificateId_x,proficiency,status_merged,hackerRankScore,createdAt_x,updatedAt_x,projectExperienceId,approverDetailId,_id_y,firstName,lastName,email,password,role,forcePasswordReset,isActive,designation,updatedAt_y,skills,createdAt_y,__v_x,_id_x,userId_y,projectName,description_x,startDate,endDate,supportedDocumentLink_x,_id_y,userId_merged,certificateId_y,certificateName,description_y,issuingAuthority,issueDate,validityPeriodMonths,supportedDocumentLink_y,createdAt_merged,updatedAt_merged,__v_y,_id_merged2,userId_approver_details,approverUserId,userSkillId,status_approver_details,createdAt_approver_details,updatedAt_approver_details,__v_merged2,comments,rating,_id_skills,skillName,description,createdAt,updatedAt,__v_skills
6607cde33e2c6656855359e0,660f8817a2c1cc29e41e181e,,intermediate,Verified,12.0,2024-04-07T12:43:16.323089Z,2024-04-07T12:43:16.323089Z,,ccae01514324416aac369ca5,6607cde33e2c6656855359e0,Admin,Admin,admin@example.com,$2b$10$TSU6S337XsOqWgq2ahceuOEroN6PFi5FNBGZXI5x0ttbg9xnla2V6,admin,False,True,Architect,2024-04-01 15:51:14.077,[],2024-03-30 08:31:31.626,0.0,,,,,,,,,,,,,,,,,,,,ccae01514324416aac369ca5,66129479addf941b98f24cab,66129489addf941b98f24da5,024c3de966614712a7c07f8d,Approved,2023-07-23T12:43:21.549903Z,2024-01-25T12:43:21.549903Z,0.0,"Agent oil away. That among offer tell most.
Number plan effort child doctor beyond wonder. Herself change bank happy. Suffer issue foreign candidate despite imagine.",5.0,660f8817a2c1cc29e41e181e,DBT,"DBT (Data Build Tool) is an open-source command-line tool that enables analysts and data engineers to transform data in their warehouse more effectively. It uses SQL templates to define transformations, making it easy to version, test, and deploy data pipelines.",2024-04-05 05:11:51.322,2024-04-05 05:11:51.322,0.0
6607cde33e2c6656855359e0,660f8807a2c1cc29e41e1815,cd3ba13b7f734e8a93861e6e,advanced,Verified,71.0,2024-04-07T12:43:16.323089Z,2024-04-07T12:43:16.323089Z,,d3364ed2ecf34f6eb0c62c72,6607cde33e2c6656855359e0,Admin,Admin,admin@example.com,$2b$10$TSU6S337XsOqWgq2ahceuOEroN6PFi5FNBGZXI5x0ttbg9xnla2V6,admin,False,True,Architect,2024-04-01 15:51:14.077,[],2024-03-30 08:31:31.626,0.0,,,,,,,,cd3ba13b7f734e8a93861e6e,66129473addf941b98f24c4a,1788.0,box,Whom might when weight own.,Mitchell Inc,2023-12-05T12:42:03.945409Z,28.0,https://www.mccann.com/,2024-04-07T12:42:03.945409Z,2024-04-07T12:42:03.945409Z,0.0,d3364ed2ecf34f6eb0c62c72,66129486addf941b98f24d6e,66129476addf941b98f24c7f,e1d1f98add834510a606436c,Rejected,2023-09-22T12:43:21.603289Z,2024-09-12T12:43:21.603289Z,0.0,"After information practice response teacher.
Identify main doctor skill large. Eat group window watch art hotel prevent.",4.0,660f8807a2c1cc29e41e1815,React Native,React Native is a framework for building mobile applications using React. It allows developers to use React along with native platform capabilities to create cross-platform mobile apps for iOS and Android.,2024-04-05 05:11:35.850,2024-04-05 05:11:35.850,0.0
6607d1475162a636379e9834,660f881ca2c1cc29e41e1821,2fbe0741892b42c8bc0c9052,advanced,Verified,6.0,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,efb1f70ffc02437e92c2e82e,8c75079eaf8f4da39cb60872,6607d1475162a636379e9834,HARSH,SINGH,harshsingh@jmangroup.com,$2b$10$SntQi7I6pN9n4LRhZuWosuGPdoVW/Y/Np2r01mObg3BkxHpu9E0jW,user,False,True,Principal Architect,2024-04-02 17:45:16.655,"[ObjectId('660ad8126191edfc3a9e3855'), ObjectId('660ad8b36191edfc3a9e38b7'), ObjectId('660b9eb9b6356d4407901d73'), ObjectId('660b9fcfb6356d4407901d87'), ObjectId('660ba05fb6356d4407901da0'), ObjectId('660ba0d4b6356d4407901db2'), ObjectId('660ba1c2b6356d4407901dc3'), ObjectId('660ba1dbb6356d4407901dd2'), ObjectId('660ba3bbb6356d4407901e17'), ObjectId('660bb0fb8eb665ae15563543'), ObjectId('660bd72d9968820a868f5a74'), ObjectId('660bd7359968820a868f5a7d'), ObjectId('660bdc079968820a868f5f89'), ObjectId('660bdc8b9968820a868f679f'), ObjectId('660bfae69968820a868f990e'), ObjectId('660c15b34b4a5aed8e4dc012'), ObjectId('660ce87c5e2974cbb6328def')]",2024-03-30 08:45:59.698,1.0,efb1f70ffc02437e92c2e82e,66129482addf941b98f24d38,Hicks-Rodriguez,"Name history consumer allow expert. Because enjoy establish perform recognize teacher.
Social letter food over perhaps appear. Two walk least generation small admit.
Thought different else week here.",2024-01-29T12:42:48.412441Z,2024-02-23T12:42:48.412441Z,http://jones.com/,2fbe0741892b42c8bc0c9052,66129472addf941b98f24c39,2312.0,world,Process its direction yeah.,Adkins-Fisher,2023-08-27T12:42:03.940294Z,37.0,http://www.diaz.com/,2024-04-07T12:42:03.940294Z,2024-04-07T12:42:03.940294Z,0.0,8c75079eaf8f4da39cb60872,6612948aaddf941b98f24dac,66129470addf941b98f24c22,e133ba9a6e39411ead1c2be2,Approved,2024-02-27T12:43:21.424839Z,2024-10-01T12:43:21.424839Z,0.0,Door audience month test police. Service stage very entire account resource do. Likely claim each prove office research money.,1.0,660f881ca2c1cc29e41e1821,Flask,"Flask is a lightweight and flexible web application framework for Python. It is designed to make getting started quick and easy, with the ability to scale up to complex applications. Flask is widely used for building web applications, RESTful APIs, and more.",2024-04-05 05:11:56.556,2024-04-05 05:11:56.557,0.0
6607d1475162a636379e9834,660f8803a2c1cc29e41e1812,b5b015cccd194466aedf92e3,advanced,Verified,54.0,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,ddc0c12f25cb4525941485eb,6607d1475162a636379e9834,HARSH,SINGH,harshsingh@jmangroup.com,$2b$10$SntQi7I6pN9n4LRhZuWosuGPdoVW/Y/Np2r01mObg3BkxHpu9E0jW,user,False,True,Principal Architect,2024-04-02 17:45:16.655,"[ObjectId('660ad8126191edfc3a9e3855'), ObjectId('660ad8b36191edfc3a9e38b7'), ObjectId('660b9eb9b6356d4407901d73'), ObjectId('660b9fcfb6356d4407901d87'), ObjectId('660ba05fb6356d4407901da0'), ObjectId('660ba0d4b6356d4407901db2'), ObjectId('660ba1c2b6356d4407901dc3'), ObjectId('660ba1dbb6356d4407901dd2'), ObjectId('660ba3bbb6356d4407901e17'), ObjectId('660bb0fb8eb665ae15563543'), ObjectId('660bd72d9968820a868f5a74'), ObjectId('660bd7359968820a868f5a7d'), ObjectId('660bdc079968820a868f5f89'), ObjectId('660bdc8b9968820a868f679f'), ObjectId('660bfae69968820a868f990e'), ObjectId('660c15b34b4a5aed8e4dc012'), ObjectId('660ce87c5e2974cbb6328def')]",2024-03-30 08:45:59.698,1.0,,,,,,,,b5b015cccd194466aedf92e3,66129484addf941b98f24d52,1140.0,radio,Whom reach part career.,King Inc,2023-11-22T12:42:04.054473Z,47.0,https://www.boyle.com/,2024-04-07T12:42:04.054473Z,2024-04-07T12:42:04.054473Z,0.0,ddc0c12f25cb4525941485eb,66080b98b85746ebc7e40654,66129477addf941b98f24c93,47b6a446f2954eda9175fe49,Approved,2024-03-28T12:43:21.454020Z,2024-04-05T12:43:21.454020Z,0.0,Person opportunity probably local response. Citizen director thought exactly drive education case.,2.0,660f8803a2c1cc29e41e1812,React,"React is a JavaScript library for building user interfaces, developed by Facebook. It allows developers to create reusable UI components and efficiently manage the state of web applications. React is commonly used for building single-page applications (SPAs).",2024-04-05 05:11:31.230,2024-04-05 05:11:31.230,0.0
6607d1475162a636379e9834,660f8807a2c1cc29e41e1815,,advanced,Verified,81.0,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,65b77af4db4a489b9cd56f55,6607d1475162a636379e9834,HARSH,SINGH,harshsingh@jmangroup.com,$2b$10$SntQi7I6pN9n4LRhZuWosuGPdoVW/Y/Np2r01mObg3BkxHpu9E0jW,user,False,True,Principal Architect,2024-04-02 17:45:16.655,"[ObjectId('660ad8126191edfc3a9e3855'), ObjectId('660ad8b36191edfc3a9e38b7'), ObjectId('660b9eb9b6356d4407901d73'), ObjectId('660b9fcfb6356d4407901d87'), ObjectId('660ba05fb6356d4407901da0'), ObjectId('660ba0d4b6356d4407901db2'), ObjectId('660ba1c2b6356d4407901dc3'), ObjectId('660ba1dbb6356d4407901dd2'), ObjectId('660ba3bbb6356d4407901e17'), ObjectId('660bb0fb8eb665ae15563543'), ObjectId('660bd72d9968820a868f5a74'), ObjectId('660bd7359968820a868f5a7d'), ObjectId('660bdc079968820a868f5f89'), ObjectId('660bdc8b9968820a868f679f'), ObjectId('660bfae69968820a868f990e'), ObjectId('660c15b34b4a5aed8e4dc012'), ObjectId('660ce87c5e2974cbb6328def')]",2024-03-30 08:45:59.698,1.0,,,,,,,,,,,,,,,,,,,,65b77af4db4a489b9cd56f55,6612946caddf941b98f24be3,66129476addf941b98f24c7f,8d2a101c577e4554bb93da9e,Approved,2024-03-12T12:43:21.454020Z,2024-10-05T12:43:21.454020Z,0.0,Enough media hard today theory guess defense same. Employee debate leg yard leave reality. Begin unit free behavior chance voice above.,4.0,660f8807a2c1cc29e41e1815,React Native,React Native is a framework for building mobile applications using React. It allows developers to use React along with native platform capabilities to create cross-platform mobile apps for iOS and Android.,2024-04-05 05:11:35.850,2024-04-05 05:11:35.850,0.0
,,,,,,,,,,66080b1eb85746ebc7e4064f,Rajib,Parbat,rajibparbat@jmangroup.com,$2b$10$28dKc0BaBKB7jNQzMPUoNu9FiEeqa1yyyEsbuZFTZAFT1Z1vjuYFy,user,False,True,Sr. Software Engineer,2024-04-02 17:45:23.149,"[ObjectId('660b07f449d83dfc1e83952d'), ObjectId('660c161a4b4a5aed8e4dd32b'), ObjectId('660c16734b4a5aed8e4de48e')]",2024-03-30 12:52:46.258,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66080b98b85746ebc7e40654,660f87f5a2c1cc29e41e180c,,intermediate,Verified,3.0,2024-04-07T12:43:16.323089Z,2024-04-07T12:43:16.323089Z,490e39d7ab874b3a99b8d93e,2874cf16c2e54a369933ea81,66080b98b85746ebc7e40654,swarnadeep,pramanik,swarnadeep@jmangroup.com,$2b$10$U14T8pbN2Hjq.2KhOjO2iO9tvYp5r1KsvS/Jl7.mhkkt4IDQA8Vqe,user,False,True,Solution Enabler,2024-04-03 05:33:23.926,"[ObjectId('660bfb8c9968820a868fbc96'), ObjectId('660ce9e35e2974cbb6329ac1'), ObjectId('660ce9f95e2974cbb6329fcc'), ObjectId('660cea435e2974cbb632a64f')]",2024-03-30 12:54:48.648,1.0,490e39d7ab874b3a99b8d93e,66129479addf941b98f24cac,Keller PLC,"Machine network dream here ask detail single. Paper improve third laugh entire cause despite. He study others.
Throughout executive old travel. Per health news. Put population us receive.",2024-01-16T12:42:48.350025Z,2024-11-16T12:42:48.350025Z,https://miles.com/,,,,,,,,,,,,,2874cf16c2e54a369933ea81,66129471addf941b98f24c2f,66129489addf941b98f24da3,a20cb7da4e3743b5b67afc10,Rejected,2024-03-10T12:43:21.565536Z,2024-03-19T12:43:21.565536Z,0.0,Loss quite small court left oil leader herself. Brother practice system professional home office than. Catch two coach country prevent financial light.,2.0,660f87f5a2c1cc29e41e180c,Project Mgmt,"Project Management involves planning, organizing, and overseeing the execution of projects within specific constraints such as scope, time, budget, and resources. It includes tasks such as defining project goals, creating schedules, allocating resources, and managing risks.",2024-04-05 05:11:17.899,2024-04-05 05:11:17.899,0.0
660c44e1031dafee85d11d05,660f87eea2c1cc29e41e1809,35a379c69a6e45feb81722f2,intermediate,Not Verified,60.0,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,575e312f579940eb857f6309,017d819ab84d4517b7a4a827,660c44e1031dafee85d11d05,mirror,acctwo,mirroracctwo@gmail.com,$2b$10$AsjVM7JUwOmJgVXgMUkEM.fh7KfSO.z90U5iKqg9mZPbH0pup0S0u,admin,True,True,Solution Enabler,2024-04-02 17:50:11.422,[],2024-04-02 17:48:17.143,0.0,575e312f579940eb857f6309,66129481addf941b98f24d2d,"Schultz, Jacobs and Warner","Relationship employee wife. Design for hour office factor eight hear.
Number tree school church capital. Mission daughter student may form summer. Consider impact heart.",2023-11-19T12:42:48.412441Z,2024-09-18T12:42:48.412441Z,https://www.owens-russell.info/,35a379c69a6e45feb81722f2,6612946caddf941b98f24be3,8993.0,about,Agent network pattern book identify.,Knight-Garcia,2023-08-06T12:42:03.902415Z,3.0,https://www.johnson.org/,2024-04-07T12:42:03.902415Z,2024-04-07T12:42:03.902415Z,0.0,017d819ab84d4517b7a4a827,66129473addf941b98f24c4b,6612946eaddf941b98f24c00,8de18964eadf4e5291b367f9,Pending,2023-08-20T12:43:21.419181Z,2024-01-02T12:43:21.419181Z,0.0,,,660f87eea2c1cc29e41e1809,Presenting,"Presenting skills involve the ability to effectively communicate ideas, information, or proposals to an audience in a clear, engaging, and persuasive manner. This skill is essential for conveying messages and making impactful presentations.",2024-04-05 05:11:10.505,2024-04-05 05:11:10.506,0.0
660c44e1031dafee85d11d05,660f87f5a2c1cc29e41e180c,,advanced,Not Verified,19.0,2024-04-07T12:43:16.319597Z,2024-04-07T12:43:16.319597Z,ad34f29b4a0242b0a555cf71,f50575417fd24ded881e3846,660c44e1031dafee85d11d05,mirror,acctwo,mirroracctwo@gmail.com,$2b$10$AsjVM7JUwOmJgVXgMUkEM.fh7KfSO.z90U5iKqg9mZPbH0pup0S0u,admin,True,True,Solution Enabler,2024-04-02 17:50:11.422,[],2024-04-02 17:48:17.143,0.0,ad34f29b4a0242b0a555cf71,66129482addf941b98f24d31,Campos and Sons,"Information begin article true. Base body clearly hotel artist.
Finish general different director. Public strong along business this former.",2023-05-28T12:42:48.412441Z,2024-03-26T12:42:48.412441Z,http://www.davis-lynch.biz/,,,,,,,,,,,,,f50575417fd24ded881e3846,66129484addf941b98f24d4e,66129480addf941b98f24d1e,fc825d3692b14bd08d8b7935,Rejected,2023-11-02T12:43:21.534282Z,2024-03-25T12:43:21.534282Z,0.0,Community life lawyer technology big I. Response go machine history amount process child nothing.,5.0,660f87f5a2c1cc29e41e180c,Project Mgmt,"Project Management involves planning, organizing, and overseeing the execution of projects within specific constraints such as scope, time, budget, and resources. It includes tasks such as defining project goals, creating schedules, allocating resources, and managing risks.",2024-04-05 05:11:17.899,2024-04-05 05:11:17.899,0.0
660c44e1031dafee85d11d05,660f87a2a2c1cc29e41e1800,2ed2a57f69c7472b95d4a0d5,intermediate,Not Verified,13.0,2024-04-07T12:43:16.323089Z,2024-04-07T12:43:16.323089Z,,a9c5b987e7f44def868e7679,660c44e1031dafee85d11d05,mirror,acctwo,mirroracctwo@gmail.com,$2b$10$AsjVM7JUwOmJgVXgMUkEM.fh7KfSO.z90U5iKqg9mZPbH0pup0S0u,admin,True,True,Solution Enabler,2024-04-02 17:50:11.422,[],2024-04-02 17:48:17.143,0.0,,,,,,,,2ed2a57f69c7472b95d4a0d5,6612947daddf941b98f24cf0,7544.0,plant,Hair often any help treat oil event up.,"Brown, Pierce and Blackburn",2023-08-29T12:42:04.012433Z,42.0,https://www.mathis.org/,2024-04-07T12:42:04.012433Z,2024-04-07T12:42:04.012433Z,0.0,a9c5b987e7f44def868e7679,66129480addf941b98f24d1c,66129474addf941b98f24c57,03dfb985eba742d18e3907b5,Approved,2023-05-18T12:43:21.565536Z,2024-04-08T12:43:21.565536Z,0.0,"Wear power reduce movement. Resource team president good.
Measure generation phone. Arrive morning campaign suddenly tend forward someone. Site trouble million thousand hear.",1.0,660f87a2a2c1cc29e41e1800,AWS Lambda,"AWS Lambda is a serverless computing service provided by AWS. It allows you to run code in response to events without provisioning or managing servers, enabling you to build scalable and cost-effective applications.",2024-04-05 05:09:54.470,2024-04-05 05:09:54.471,0.0
